Customer/Merchant ID,Lead Source,Lead Status,Follow-up Date,Remarks
YESB90635321,Referral,Lost,2024-09-21 00:00:00,Interested in HL
YESB43213739,Referral,Converted,2024-02-16 00:00:00,Wait for salary credit
YESB26950418,Digital Campaign,In Progress,2024-05-30 00:00:00,Called for FD
YESB22139902,Walk-in,In Progress,2024-01-30 00:00:00,Interested in HL
YESB21344378,Referral,Lost,2024-08-23 00:00:00,KYC Pending
YESB60191034,Referral,In Progress,2024-05-13 00:00:00,Interested in HL
YESB31202990,Referral,Lost,2024-12-16 00:00:00,Interested in HL
YESB10839333,Referral,Converted,2024-12-17 00:00:00,Called for FD
YESB27407457,Walk-in,In Progress,2024-06-02 00:00:00,Called for FD
YESB52033160,Walk-in,Lost,2024-08-13 00:00:00,KYC Pending
YESB67252029,Referral,Lost,2024-03-30 00:00:00,Wait for salary credit
YESB44733179,Digital Campaign,Lost,2024-03-25 00:00:00,Interested in HL
YESB71515285,Digital Campaign,Lost,2024-12-01 00:00:00,Called for FD
YESB22517850,Referral,Lost,2024-07-26 00:00:00,Called for FD
YESB84948829,Digital Campaign,Lost,2024-08-04 00:00:00,Called for FD
YESB60280645,Digital Campaign,In Progress,2024-10-19 00:00:00,Called for FD
YESB45120107,Digital Campaign,Converted,2024-06-23 00:00:00,Wait for salary credit
YESB69403972,Walk-in,Lost,2024-11-10 00:00:00,KYC Pending
YESB11264258,Walk-in,Converted,2024-12-27 00:00:00,KYC Pending
YESB96331815,Referral,In Progress,2024-06-12 00:00:00,Interested in HL
YESB31590717,Referral,Lost,2024-07-18 00:00:00,Called for FD
YESB89881965,Walk-in,Lost,2024-10-11 00:00:00,KYC Pending
YESB20502216,Referral,In Progress,2024-01-18 00:00:00,Wait for salary credit
YESB49733597,Walk-in,Lost,2024-09-22 00:00:00,Wait for salary credit
YESB54013291,Referral,Converted,2024-01-22 00:00:00,KYC Pending
YESB35506554,Digital Campaign,Converted,2024-03-20 00:00:00,Interested in HL
YESB46921081,Digital Campaign,Lost,2024-05-22 00:00:00,Called for FD
YESB28489735,Walk-in,Converted,2024-11-28 00:00:00,Called for FD
YESB90993123,Referral,Lost,2024-11-09 00:00:00,Interested in HL
YESB34239451,Referral,Lost,2024-10-05 00:00:00,Wait for salary credit
YESB64591231,Digital Campaign,Lost,2024-05-27 00:00:00,Wait for salary credit
YESB84335962,Referral,Lost,2024-09-14 00:00:00,Called for FD
YESB47678770,Walk-in,Lost,2024-09-13 00:00:00,KYC Pending
YESB17811695,Referral,Converted,2024-07-22 00:00:00,Wait for salary credit
YESB89301497,Digital Campaign,In Progress,2024-02-16 00:00:00,Interested in HL
YESB92974598,Walk-in,Lost,2024-04-16 00:00:00,KYC Pending
YESB48548431,Walk-in,Lost,2024-08-04 00:00:00,Interested in HL
YESB44391815,Referral,In Progress,2024-05-11 00:00:00,Called for FD
YESB85226476,Digital Campaign,In Progress,2024-07-19 00:00:00,Wait for salary credit
YESB98596625,Digital Campaign,In Progress,2024-12-18 00:00:00,KYC Pending
YESB49333982,Digital Campaign,In Progress,2024-01-06 00:00:00,Interested in HL
YESB74709935,Referral,In Progress,2024-05-21 00:00:00,Called for FD
YESB86632383,Referral,Converted,2024-08-04 00:00:00,Interested in HL
YESB38217643,Walk-in,Lost,2024-12-14 00:00:00,Called for FD
YESB89082263,Referral,Lost,2024-10-20 00:00:00,Wait for salary credit
YESB85309602,Referral,In Progress,2024-05-19 00:00:00,KYC Pending
YESB81994159,Walk-in,Lost,2024-03-11 00:00:00,Interested in HL
YESB75714066,Digital Campaign,In Progress,2024-06-21 00:00:00,Wait for salary credit
YESB34587486,Referral,Converted,2024-03-13 00:00:00,Wait for salary credit
YESB48660883,Referral,In Progress,2024-08-12 00:00:00,Interested in HL
YESB94455493,Referral,Lost,2024-09-24 00:00:00,KYC Pending
YESB36200638,Referral,Converted,2024-06-24 00:00:00,Wait for salary credit
YESB78296090,Referral,Converted,2024-01-30 00:00:00,Wait for salary credit
YESB70316400,Referral,Converted,2024-11-29 00:00:00,Wait for salary credit
YESB49318663,Digital Campaign,Lost,2024-10-09 00:00:00,Called for FD
YESB57561116,Referral,In Progress,2024-08-24 00:00:00,Called for FD
YESB78594841,Walk-in,Lost,2024-03-31 00:00:00,KYC Pending
YESB95464253,Walk-in,Lost,2024-10-29 00:00:00,Called for FD
YESB61912343,Digital Campaign,Lost,2024-11-08 00:00:00,KYC Pending
YESB93691880,Walk-in,Lost,2024-08-14 00:00:00,Wait for salary credit
YESB23110577,Digital Campaign,In Progress,2024-04-14 00:00:00,Wait for salary credit
YESB45724632,Digital Campaign,Lost,2024-07-13 00:00:00,Called for FD
YESB18296226,Referral,Lost,2024-08-08 00:00:00,Called for FD
YESB99384993,Walk-in,In Progress,2024-06-04 00:00:00,Interested in HL
YESB66584900,Referral,Converted,2024-05-23 00:00:00,Called for FD
YESB63682018,Referral,In Progress,2024-10-13 00:00:00,Interested in HL
YESB88173218,Digital Campaign,Converted,2024-12-18 00:00:00,Called for FD
YESB68978672,Referral,In Progress,2024-02-02 00:00:00,Wait for salary credit
YESB24633393,Digital Campaign,Converted,2024-03-08 00:00:00,Interested in HL
YESB78743034,Walk-in,Lost,2024-11-26 00:00:00,KYC Pending
YESB93842136,Referral,Lost,2024-06-01 00:00:00,Called for FD
YESB37201515,Digital Campaign,Lost,2024-04-17 00:00:00,KYC Pending
YESB57408719,Digital Campaign,In Progress,2024-11-27 00:00:00,Called for FD
YESB82715890,Digital Campaign,In Progress,2024-04-10 00:00:00,Wait for salary credit
YESB48664020,Walk-in,Lost,2024-03-30 00:00:00,Called for FD
YESB13788428,Digital Campaign,Lost,2024-09-25 00:00:00,Called for FD
YESB16237276,Walk-in,Converted,2024-12-20 00:00:00,Interested in HL
YESB34024512,Digital Campaign,Lost,2024-12-11 00:00:00,Interested in HL
YESB31556064,Digital Campaign,Converted,2024-11-13 00:00:00,KYC Pending
YESB65333406,Walk-in,In Progress,2024-02-21 00:00:00,Called for FD
YESB69778419,Digital Campaign,Lost,2024-03-26 00:00:00,Wait for salary credit
YESB74465946,Digital Campaign,Lost,2024-05-01 00:00:00,Called for FD
YESB34130897,Digital Campaign,In Progress,2024-07-07 00:00:00,KYC Pending
YESB84385858,Walk-in,In Progress,2024-06-04 00:00:00,Interested in HL
YESB14240032,Walk-in,Converted,2024-05-16 00:00:00,Interested in HL
YESB31953485,Referral,Converted,2024-01-07 00:00:00,Called for FD
YESB77957849,Referral,In Progress,2024-06-03 00:00:00,Wait for salary credit
YESB94570492,Digital Campaign,Lost,2024-05-15 00:00:00,Wait for salary credit
YESB10151540,Walk-in,In Progress,2024-07-29 00:00:00,Wait for salary credit
YESB87038543,Walk-in,Lost,2024-07-27 00:00:00,Called for FD
YESB78196427,Digital Campaign,Lost,2024-06-04 00:00:00,KYC Pending
YESB55271047,Digital Campaign,Lost,2024-02-18 00:00:00,Interested in HL
YESB23654523,Referral,Converted,2024-01-03 00:00:00,Interested in HL
YESB57019412,Walk-in,Converted,2024-10-26 00:00:00,Interested in HL
YESB25014148,Digital Campaign,In Progress,2024-08-24 00:00:00,KYC Pending
YESB55344931,Digital Campaign,In Progress,2024-11-16 00:00:00,Interested in HL
YESB57732236,Referral,In Progress,2024-11-06 00:00:00,Wait for salary credit
YESB49611190,Walk-in,In Progress,2024-10-23 00:00:00,KYC Pending
YESB67451950,Referral,Converted,2024-02-21 00:00:00,Wait for salary credit
YESB92508279,Walk-in,Lost,2024-11-30 00:00:00,Interested in HL
YESB36473444,Referral,In Progress,2024-06-09 00:00:00,Wait for salary credit
YESB70196032,Referral,In Progress,2024-07-24 00:00:00,Wait for salary credit
YESB21930573,Walk-in,Converted,2024-01-21 00:00:00,Wait for salary credit
YESB65401367,Referral,Lost,2024-06-11 00:00:00,KYC Pending
YESB49667553,Referral,In Progress,2024-09-26 00:00:00,Interested in HL
YESB53387729,Referral,Converted,2024-10-27 00:00:00,Interested in HL
YESB23340415,Digital Campaign,Converted,2024-10-28 00:00:00,Called for FD
YESB45879332,Referral,In Progress,2024-05-17 00:00:00,KYC Pending
YESB23441611,Walk-in,Lost,2024-05-13 00:00:00,Interested in HL
YESB30362589,Digital Campaign,In Progress,2024-07-06 00:00:00,Wait for salary credit
YESB99726447,Digital Campaign,Converted,2024-02-26 00:00:00,Called for FD
YESB39891867,Walk-in,In Progress,2024-02-01 00:00:00,Wait for salary credit
YESB11348610,Digital Campaign,In Progress,2024-12-07 00:00:00,Wait for salary credit
YESB61434722,Walk-in,Converted,2024-12-10 00:00:00,Interested in HL
YESB74652189,Referral,Converted,2024-01-29 00:00:00,Interested in HL
YESB66240804,Referral,Lost,2024-10-08 00:00:00,Called for FD
YESB81956051,Walk-in,Converted,2024-08-18 00:00:00,Called for FD
YESB38044661,Digital Campaign,Lost,2024-05-13 00:00:00,Called for FD
YESB48534839,Walk-in,In Progress,2024-09-24 00:00:00,Called for FD
YESB95840656,Digital Campaign,Lost,2024-01-30 00:00:00,Called for FD
YESB90583955,Digital Campaign,Lost,2024-10-25 00:00:00,Called for FD
YESB87850602,Walk-in,In Progress,2024-01-16 00:00:00,KYC Pending
YESB93323128,Referral,In Progress,2024-05-10 00:00:00,Called for FD
YESB59634462,Digital Campaign,In Progress,2024-03-14 00:00:00,Interested in HL
YESB27288124,Digital Campaign,Converted,2024-04-21 00:00:00,Wait for salary credit
YESB84389712,Referral,Converted,2024-03-19 00:00:00,Wait for salary credit
YESB79056542,Referral,Lost,2024-05-23 00:00:00,KYC Pending
YESB98725283,Referral,Lost,2024-02-23 00:00:00,Interested in HL
YESB28985431,Walk-in,Converted,2024-01-15 00:00:00,KYC Pending
YESB78904691,Walk-in,Lost,2024-11-25 00:00:00,Called for FD
YESB63530294,Referral,Lost,2024-12-13 00:00:00,KYC Pending
YESB59172476,Walk-in,In Progress,2024-11-24 00:00:00,KYC Pending
YESB87815810,Digital Campaign,In Progress,2024-07-16 00:00:00,Wait for salary credit
YESB26896393,Referral,Converted,2024-08-30 00:00:00,Wait for salary credit
YESB35651608,Walk-in,Converted,2024-12-04 00:00:00,KYC Pending
YESB14854646,Referral,Lost,2024-12-23 00:00:00,Called for FD
YESB10932074,Referral,In Progress,2024-01-03 00:00:00,Interested in HL
YESB40604593,Referral,In Progress,2024-03-18 00:00:00,KYC Pending
YESB89496486,Digital Campaign,Converted,2024-04-07 00:00:00,Wait for salary credit
YESB22403024,Referral,Lost,2024-06-21 00:00:00,Interested in HL
YESB93256762,Referral,Lost,2024-09-04 00:00:00,KYC Pending
YESB11750740,Referral,Converted,2024-05-19 00:00:00,Called for FD
YESB37342856,Referral,Lost,2024-06-07 00:00:00,Called for FD
YESB70572759,Digital Campaign,In Progress,2024-05-21 00:00:00,Wait for salary credit
YESB46408844,Referral,Lost,2024-04-24 00:00:00,Interested in HL
YESB15032933,Digital Campaign,In Progress,2024-04-23 00:00:00,Interested in HL
YESB75056638,Digital Campaign,In Progress,2024-09-29 00:00:00,Wait for salary credit
YESB36402772,Walk-in,Converted,2024-08-19 00:00:00,Wait for salary credit
YESB23485750,Walk-in,Lost,2024-09-14 00:00:00,Interested in HL
YESB94703581,Digital Campaign,In Progress,2024-06-08 00:00:00,Interested in HL
YESB45270775,Walk-in,In Progress,2024-05-03 00:00:00,Called for FD
YESB34231565,Digital Campaign,In Progress,2024-01-20 00:00:00,Wait for salary credit
YESB11917290,Digital Campaign,Lost,2024-08-07 00:00:00,Interested in HL
YESB87318888,Digital Campaign,In Progress,2024-07-15 00:00:00,Interested in HL
YESB23440042,Referral,In Progress,2024-07-29 00:00:00,Called for FD
YESB59722773,Digital Campaign,In Progress,2024-06-21 00:00:00,Wait for salary credit
YESB98388625,Walk-in,Lost,2024-12-01 00:00:00,Wait for salary credit
YESB87083038,Digital Campaign,Converted,2024-10-25 00:00:00,Called for FD
YESB98161306,Referral,In Progress,2024-10-29 00:00:00,Wait for salary credit
YESB85463673,Walk-in,Converted,2024-08-22 00:00:00,Called for FD
YESB28602510,Digital Campaign,Converted,2024-11-09 00:00:00,Wait for salary credit
YESB21335579,Referral,Converted,2024-11-04 00:00:00,Wait for salary credit
YESB13377192,Referral,Lost,2024-08-22 00:00:00,Interested in HL
YESB16069483,Digital Campaign,Lost,2024-06-05 00:00:00,Interested in HL
YESB54227100,Digital Campaign,Lost,2024-10-13 00:00:00,Called for FD
YESB78526927,Referral,Lost,2024-02-13 00:00:00,Called for FD
YESB12535060,Digital Campaign,In Progress,2024-09-16 00:00:00,KYC Pending
YESB27994337,Referral,In Progress,2024-05-07 00:00:00,Called for FD
YESB53633567,Walk-in,Lost,2024-11-10 00:00:00,Interested in HL
YESB35751760,Walk-in,In Progress,2024-11-30 00:00:00,Called for FD
YESB30751474,Digital Campaign,Converted,2024-01-19 00:00:00,KYC Pending
YESB17354503,Digital Campaign,In Progress,2024-07-20 00:00:00,Wait for salary credit
YESB51209258,Digital Campaign,Converted,2024-03-29 00:00:00,Wait for salary credit
YESB47480903,Walk-in,Converted,2024-07-31 00:00:00,KYC Pending
YESB68364908,Walk-in,Converted,2024-02-21 00:00:00,Called for FD
YESB96124056,Digital Campaign,Lost,2024-05-17 00:00:00,KYC Pending
YESB93283573,Digital Campaign,In Progress,2024-12-03 00:00:00,KYC Pending
YESB97803220,Referral,Lost,2024-03-27 00:00:00,Interested in HL
YESB89082263,Walk-in,In Progress,2024-04-17 00:00:00,KYC Pending
YESB51572833,Referral,Lost,2024-03-07 00:00:00,Interested in HL
YESB97053139,Referral,Converted,2024-04-11 00:00:00,Called for FD
YESB13604106,Referral,Lost,2024-10-25 00:00:00,KYC Pending
YESB92087404,Digital Campaign,Converted,2024-03-30 00:00:00,Interested in HL
YESB58283990,Referral,Lost,2024-12-01 00:00:00,KYC Pending
YESB71193223,Walk-in,Converted,2024-02-05 00:00:00,Wait for salary credit
YESB23614099,Walk-in,Converted,2024-12-27 00:00:00,KYC Pending
YESB82713312,Referral,In Progress,2024-02-21 00:00:00,Wait for salary credit
YESB72502564,Walk-in,Lost,2024-02-08 00:00:00,Wait for salary credit
YESB97421212,Walk-in,Lost,2024-10-22 00:00:00,Interested in HL
YESB19301907,Referral,Converted,2024-04-26 00:00:00,KYC Pending
YESB64827434,Referral,Lost,2024-02-22 00:00:00,Interested in HL
YESB91437454,Referral,In Progress,2024-02-21 00:00:00,Called for FD
YESB14616292,Digital Campaign,In Progress,2024-03-04 00:00:00,KYC Pending
YESB85728150,Referral,In Progress,2024-04-28 00:00:00,Wait for salary credit
YESB22768319,Walk-in,Converted,2024-09-04 00:00:00,Interested in HL
YESB20988569,Walk-in,Lost,2024-06-02 00:00:00,KYC Pending
YESB59003952,Digital Campaign,Lost,2024-11-20 00:00:00,Interested in HL
YESB35547138,Walk-in,In Progress,2024-02-09 00:00:00,Interested in HL
YESB13212504,Walk-in,In Progress,2024-10-11 00:00:00,Wait for salary credit
YESB66072835,Referral,Converted,2024-01-12 00:00:00,Interested in HL
YESB65609984,Walk-in,In Progress,2024-03-14 00:00:00,Called for FD
YESB31022439,Walk-in,Converted,2024-10-09 00:00:00,Wait for salary credit
YESB58647590,Walk-in,Lost,2024-05-15 00:00:00,Interested in HL
YESB14493776,Digital Campaign,Converted,2024-06-15 00:00:00,Called for FD
YESB91027949,Walk-in,Lost,2024-07-21 00:00:00,Wait for salary credit
YESB96087971,Digital Campaign,Lost,2024-01-16 00:00:00,KYC Pending
YESB15853180,Digital Campaign,In Progress,2024-12-29 00:00:00,Called for FD
YESB86281283,Digital Campaign,Lost,2024-04-17 00:00:00,Interested in HL
YESB16478122,Referral,Converted,2024-10-23 00:00:00,Wait for salary credit
YESB51941959,Walk-in,In Progress,2024-07-12 00:00:00,KYC Pending
YESB27204570,Digital Campaign,Lost,2024-07-21 00:00:00,Interested in HL
YESB68887988,Digital Campaign,Converted,2024-03-04 00:00:00,Wait for salary credit
YESB97946333,Walk-in,Lost,2024-07-25 00:00:00,Called for FD
YESB58625766,Digital Campaign,Converted,2024-04-07 00:00:00,Wait for salary credit
YESB54837651,Referral,In Progress,2024-02-08 00:00:00,Called for FD
YESB44247564,Digital Campaign,Lost,2024-03-07 00:00:00,Called for FD
YESB59832521,Referral,Lost,2024-06-27 00:00:00,KYC Pending
YESB37788566,Walk-in,Converted,2024-02-13 00:00:00,Called for FD
YESB74932582,Digital Campaign,In Progress,2024-02-21 00:00:00,Called for FD
YESB51454176,Referral,Lost,2024-06-07 00:00:00,Called for FD
YESB38443260,Walk-in,Converted,2024-04-21 00:00:00,Wait for salary credit
YESB57101445,Walk-in,In Progress,2024-08-01 00:00:00,Called for FD
YESB31063133,Referral,In Progress,2024-03-23 00:00:00,Called for FD
YESB57943344,Referral,In Progress,2024-09-07 00:00:00,KYC Pending
YESB38599852,Digital Campaign,In Progress,2024-05-27 00:00:00,Called for FD
YESB67048504,Referral,Lost,2024-05-12 00:00:00,Wait for salary credit
YESB22752655,Walk-in,Lost,2024-03-05 00:00:00,Interested in HL
YESB55848617,Referral,Converted,2024-02-15 00:00:00,Called for FD
YESB12251659,Referral,In Progress,2024-11-14 00:00:00,Interested in HL
YESB26677186,Walk-in,Lost,2024-06-20 00:00:00,KYC Pending
YESB97951392,Walk-in,In Progress,2024-07-30 00:00:00,Wait for salary credit
YESB27186753,Walk-in,Converted,2024-02-15 00:00:00,KYC Pending
YESB26585761,Walk-in,In Progress,2024-12-26 00:00:00,Interested in HL
YESB92573681,Walk-in,Lost,2024-06-14 00:00:00,Wait for salary credit
YESB69790399,Walk-in,Lost,2024-07-22 00:00:00,Called for FD
YESB37105833,Referral,Lost,2024-01-09 00:00:00,Wait for salary credit
YESB13372818,Digital Campaign,Converted,2024-03-01 00:00:00,Wait for salary credit
YESB87672692,Walk-in,In Progress,2024-10-23 00:00:00,Interested in HL
YESB93590696,Referral,Converted,2024-01-06 00:00:00,Wait for salary credit
YESB68652212,Referral,Lost,2024-04-15 00:00:00,Wait for salary credit
YESB23928437,Referral,Converted,2024-07-16 00:00:00,KYC Pending
YESB87917131,Referral,In Progress,2024-01-24 00:00:00,KYC Pending
YESB92937965,Walk-in,In Progress,2024-12-01 00:00:00,Interested in HL
YESB20998471,Referral,Lost,2024-09-06 00:00:00,KYC Pending
YESB26040778,Digital Campaign,Lost,2024-03-13 00:00:00,KYC Pending
YESB31833229,Walk-in,Converted,2024-02-17 00:00:00,KYC Pending
YESB43789515,Referral,In Progress,2024-07-04 00:00:00,Called for FD
YESB63170334,Digital Campaign,Converted,2024-09-30 00:00:00,Called for FD
YESB70697391,Referral,Converted,2024-11-06 00:00:00,Interested in HL
YESB68320351,Referral,In Progress,2024-08-30 00:00:00,Called for FD
YESB24911428,Walk-in,Converted,2024-08-21 00:00:00,KYC Pending
YESB75136741,Digital Campaign,Lost,2024-05-14 00:00:00,Wait for salary credit
YESB77006322,Walk-in,In Progress,2024-08-18 00:00:00,Interested in HL
YESB19509209,Walk-in,Lost,2024-01-02 00:00:00,Called for FD
YESB28968443,Digital Campaign,In Progress,2024-09-15 00:00:00,Called for FD
YESB11156355,Referral,Converted,2024-04-15 00:00:00,KYC Pending
YESB88182151,Digital Campaign,In Progress,2024-11-24 00:00:00,Wait for salary credit
YESB31219516,Digital Campaign,Lost,2024-10-29 00:00:00,KYC Pending
YESB76858513,Digital Campaign,Lost,2024-07-20 00:00:00,KYC Pending
YESB85142302,Referral,Lost,2024-07-16 00:00:00,KYC Pending
YESB76827733,Digital Campaign,Lost,2024-12-07 00:00:00,Wait for salary credit
YESB86031208,Referral,Converted,2024-09-18 00:00:00,Called for FD
YESB88044180,Referral,In Progress,2024-01-19 00:00:00,KYC Pending
YESB40367673,Referral,In Progress,2024-02-25 00:00:00,Wait for salary credit
YESB22060594,Walk-in,Converted,2024-07-08 00:00:00,Interested in HL
